FileName,DigitLabel,Left,Top,Width,Height
25652.png,2,46,9,10,27
25653.png,6,70,20,25,44
25653.png,6,98,24,13,44
25654.png,5,26,5,11,21
25654.png,10,39,5,12,21
25655.png,3,65,19,12,41
25656.png,2,18,2,11,15
25656.png,6,30,2,14,15
25656.png,5,42,1,10,15
25656.png,10,54,3,12,15
25657.png,1,95,31,18,57
25657.png,8,102,24,25,57
25658.png,4,41,19,21,38
25658.png,7,62,9,21,38
25659.png,9,43,12,10,24
25659.png,1,57,9,7,24
25660.png,1,32,6,8,28
25660.png,8,38,9,12,28
25661.png,1,20,3,4,12
25661.png,5,24,3,6,12
25662.png,3,100,15,64,128
25662.png,4,172,6,55,128
25663.png,5,127,54,12,23
25663.png,7,136,53,11,23
25663.png,6,144,51,12,23
25664.png,2,62,37,22,24
25664.png,7,72,26,22,24
25664.png,4,90,16,17,24
25665.png,1,63,24,28,41
25665.png,1,83,18,33,41
25665.png,9,108,14,24,41
25666.png,3,34,11,10,21
25666.png,5,45,11,9,21
25667.png,2,43,13,16,24
25667.png,1,56,9,10,24
25667.png,6,67,8,15,24
25668.png,5,34,4,13,29
25668.png,1,47,5,10,29
25669.png,3,19,2,15,26
25669.png,8,35,1,14,26
25670.png,2,221,46,17,28
25670.png,1,236,46,9,28
25671.png,2,37,13,38,63
25671.png,4,79,7,34,63
25672.png,7,17,1,9,22
25672.png,3,27,1,10,22
25673.png,7,29,4,10,29
25673.png,9,41,6,8,29
25674.png,8,19,1,20,26
25674.png,5,38,2,20,26
25675.png,5,35,8,9,27
25675.png,7,42,9,8,27
25676.png,4,39,12,18,36
25676.png,1,56,8,12,36
25677.png,2,33,6,14,28
25677.png,6,45,9,14,28
25678.png,2,62,11,34,62
25678.png,5,97,9,43,62
25679.png,2,22,3,9,20
25679.png,4,33,4,9,20
25680.png,3,40,7,12,31
25680.png,7,50,7,9,31
25680.png,7,57,9,12,31
25681.png,1,28,8,4,15
25681.png,2,34,9,9,15
25682.png,6,38,11,20,27
25682.png,9,57,12,20,27
25683.png,2,28,6,12,29
25683.png,10,43,3,15,29
25684.png,6,75,13,26,54
25684.png,5,103,13,34,54
25685.png,3,21,3,5,13
25686.png,1,22,4,5,16
25686.png,3,27,2,9,16
25687.png,9,20,1,13,25
25687.png,3,31,1,15,25
25688.png,4,18,1,8,18
25688.png,6,26,1,9,18
25689.png,1,38,10,9,23
25689.png,6,47,10,13,23
25690.png,1,23,3,5,26
25690.png,9,27,2,7,26
25690.png,7,35,1,7,26
25691.png,7,57,12,31,47
25692.png,4,56,7,27,64
25692.png,3,74,2,43,64
25693.png,1,83,39,24,48
25693.png,5,109,32,37,48
25693.png,7,146,25,35,48
25694.png,1,30,10,14,26
25694.png,1,47,11,14,26
25695.png,1,30,10,9,24
25695.png,3,41,7,11,24
25696.png,6,31,12,5,19
25696.png,2,35,10,10,19
25697.png,3,51,3,28,57
25697.png,8,79,7,30,57
25698.png,2,30,5,11,26
25698.png,3,42,6,8,26
25698.png,5,51,4,11,26
25699.png,5,101,38,18,61
25699.png,4,118,35,16,61
25700.png,3,25,2,13,28
25700.png,9,40,2,15,28
25701.png,2,75,38,20,43
25701.png,10,92,36,19,43
25702.png,1,83,16,19,79
25702.png,5,104,15,36,79
25702.png,10,139,19,38,79
25703.png,1,19,2,9,21
25703.png,10,27,2,10,21
25703.png,2,37,2,12,21
25704.png,8,26,5,16,22
25705.png,5,99,25,48,75
25705.png,5,144,21,40,75
25706.png,5,59,16,19,59
25706.png,2,74,16,15,59
25706.png,3,86,15,18,59
25707.png,1,51,18,16,40
25707.png,3,65,14,20,40
25707.png,7,81,14,19,40
25708.png,1,30,5,9,28
25708.png,1,39,6,12,28
25709.png,1,43,11,10,30
25709.png,3,50,11,15,30
25710.png,6,92,37,41,55
25710.png,3,133,32,34,55
25711.png,3,43,8,20,37
25712.png,4,18,5,7,11
25712.png,10,25,5,6,11
25713.png,5,46,11,13,19
25713.png,8,57,11,14,19
25714.png,4,52,21,14,31
25714.png,5,66,14,16,31
25715.png,5,128,73,12,25
25715.png,4,140,70,12,25
25716.png,2,33,8,23,35
25716.png,6,55,3,17,35
25717.png,6,43,6,30,50
25717.png,8,71,6,34,50
25718.png,1,26,6,10,19
25718.png,3,35,5,13,19
25719.png,1,52,14,21,54
25719.png,1,71,9,22,54
25720.png,1,31,6,14,28
25720.png,10,45,4,20,28
25721.png,1,19,1,8,23
25721.png,1,28,1,9,23
25722.png,1,18,4,13,21
25722.png,2,30,4,13,21
25723.png,1,59,14,12,35
25723.png,6,74,15,14,35
25723.png,10,91,18,15,35
25724.png,5,65,15,15,31
25724.png,3,84,23,11,31
25724.png,4,100,21,15,31
25725.png,1,26,5,13,30
25725.png,10,40,8,14,30
25726.png,1,132,22,80,155
25726.png,1,209,22,58,155
25727.png,1,37,7,16,32
25728.png,7,31,9,9,16
25729.png,3,47,12,39,46
25729.png,7,90,9,45,46
25730.png,3,19,1,23,39
25730.png,2,45,1,23,39
25730.png,8,69,1,16,39
25731.png,1,57,10,13,44
25731.png,8,69,10,14,44
25732.png,1,43,10,15,28
25732.png,7,59,11,17,28
25732.png,1,76,13,10,28
25733.png,2,36,7,19,32
25733.png,10,56,5,19,32
25734.png,4,18,4,7,14
25734.png,2,23,2,8,14
25735.png,2,66,12,32,53
25735.png,9,97,12,27,53
25736.png,3,47,11,16,34
25737.png,1,101,24,18,47
25737.png,9,123,28,22,47
25737.png,2,147,20,27,47
25737.png,2,179,27,27,47
25738.png,5,41,6,15,43
25738.png,4,58,7,17,43
25739.png,7,65,7,25,73
25739.png,10,96,7,30,73
25739.png,9,127,6,26,73
25740.png,7,25,2,9,23
25741.png,2,36,6,28,41
25742.png,1,21,4,6,19
25742.png,1,29,2,4,19
25743.png,3,21,3,9,17
25743.png,8,29,3,7,17
25744.png,4,91,22,16,47
25745.png,1,20,5,12,25
25745.png,2,31,3,16,25
25745.png,8,43,2,19,25
25746.png,1,62,13,16,41
25746.png,5,80,13,26,41
25746.png,10,103,12,21,41
25747.png,8,36,4,26,42
25748.png,3,42,4,32,57
25748.png,6,69,4,29,57
25749.png,2,78,18,25,40
25749.png,4,104,15,18,40
25749.png,5,123,22,20,40
25750.png,4,26,5,8,25
25750.png,1,33,3,9,25
25751.png,1,191,58,14,35
25751.png,1,203,53,10,35
25751.png,4,211,44,13,35
25752.png,6,33,7,13,27
25752.png,7,47,7,13,27
25753.png,3,22,4,9,20
25753.png,8,30,2,10,20
25754.png,2,30,4,19,28
25754.png,8,49,3,15,28
25755.png,2,127,45,27,46
25755.png,4,154,40,21,46
25755.png,4,177,36,21,46
25756.png,7,38,7,15,40
25756.png,9,52,6,18,40
25757.png,1,23,5,6,21
25757.png,8,31,4,8,21
25758.png,7,32,43,38,70
25758.png,9,72,38,38,70
25759.png,9,82,14,42,77
25760.png,1,49,4,7,51
25760.png,10,57,4,21,51
25761.png,1,11,2,7,15
25761.png,3,19,1,7,15
25761.png,2,26,2,7,15
25762.png,4,32,10,9,17
25762.png,6,38,9,12,17
25763.png,2,32,6,16,37
25763.png,2,47,4,18,37
25764.png,1,36,5,14,36
25764.png,10,47,3,16,36
25764.png,10,66,7,17,36
25765.png,4,34,5,16,31
25766.png,5,16,1,9,19
25766.png,2,24,1,10,19
25767.png,9,19,1,8,18
25767.png,3,28,1,8,18
25768.png,5,43,10,20,32
25768.png,4,63,11,17,32
25769.png,1,84,55,24,54
25769.png,4,111,34,33,54
25769.png,2,151,15,36,54
25770.png,8,34,6,20,37
25770.png,9,54,5,19,37
25771.png,1,15,4,6,15
25771.png,5,23,1,7,15
25771.png,7,32,1,6,15
25771.png,10,41,1,8,15
25772.png,1,55,14,11,39
25772.png,7,62,16,14,39
25773.png,4,42,11,8,35
25773.png,6,51,6,12,35
25773.png,2,64,7,8,35
25774.png,6,29,7,10,19
25774.png,2,42,7,12,19
25775.png,3,30,6,21,35
25775.png,6,44,3,19,35
25776.png,3,32,7,24,43
25776.png,3,55,5,23,43
25777.png,5,38,8,21,38
25777.png,8,61,3,19,38
25778.png,3,70,24,24,46
25778.png,5,95,26,20,46
25779.png,2,50,9,18,36
25779.png,8,66,12,21,36
25780.png,1,46,7,20,51
25780.png,2,64,4,23,51
25780.png,2,88,4,24,51
25781.png,5,13,1,6,15
25781.png,7,20,1,5,15
25782.png,1,63,17,16,36
25782.png,7,75,15,19,36
25782.png,3,88,15,23,36
25783.png,1,24,6,6,21
25783.png,2,31,4,10,21
25783.png,1,43,3,4,21
25784.png,7,121,27,60,109
25784.png,3,181,33,54,109
25785.png,1,25,10,5,14
25785.png,9,28,9,7,14
25786.png,5,53,10,10,36
25786.png,9,65,6,12,36
25787.png,1,29,5,9,27
25787.png,7,37,5,12,27
25787.png,6,48,6,12,27
25788.png,4,16,4,8,14
25788.png,10,24,4,7,14
25789.png,3,48,5,29,58
25789.png,5,77,10,27,58
25790.png,7,35,11,9,21
25790.png,10,46,10,7,21
25790.png,6,52,11,9,21
25791.png,7,57,9,29,63
25792.png,6,48,11,16,31
25792.png,3,61,12,16,31
25792.png,8,74,13,14,31
25793.png,1,23,7,4,12
25794.png,3,27,4,9,22
25794.png,1,37,5,8,22
25795.png,4,15,46,16,42
25795.png,2,34,49,22,42
25796.png,2,87,16,49,74
25796.png,6,137,5,50,74
25797.png,4,36,10,19,33
25797.png,10,55,9,19,33
25798.png,1,17,3,6,20
25798.png,8,22,2,9,20
25798.png,4,31,3,8,20
25799.png,7,24,1,8,28
25799.png,5,31,3,10,28
25800.png,5,21,4,14,18
25801.png,2,18,1,12,22
25801.png,1,29,3,6,22
25801.png,6,36,3,10,22
25802.png,4,29,6,7,23
25802.png,3,39,7,7,23
25803.png,5,29,5,28,38
25803.png,4,53,4,22,38
25804.png,2,27,5,11,23
25805.png,9,44,7,26,44
25806.png,2,31,8,15,24
25806.png,4,45,7,12,24
25806.png,4,57,9,12,24
25806.png,2,69,8,13,24
25807.png,6,72,16,35,64
25808.png,2,39,5,15,29
25808.png,3,53,5,11,29
25809.png,2,24,5,10,21
25810.png,1,74,30,16,34
25810.png,10,102,25,21,34
25810.png,1,140,21,15,34
25811.png,1,21,4,6,19
25811.png,4,36,3,9,19
25812.png,1,107,45,16,28
25812.png,5,118,41,18,28
25812.png,2,137,46,13,28
25812.png,5,152,44,14,28
25813.png,1,17,2,4,14
25813.png,2,22,2,9,14
25814.png,4,35,13,14,22
25814.png,1,46,12,10,22
25814.png,2,55,7,13,22
25815.png,3,84,13,10,17
25815.png,10,94,15,10,17
25816.png,2,25,4,15,28
25816.png,2,37,1,14,28
25817.png,1,17,5,6,16
25817.png,5,28,3,8,16
25817.png,7,38,3,11,16
25817.png,9,51,4,6,16
25818.png,2,113,72,45,68
25818.png,3,153,53,41,68
25818.png,1,191,27,31,68
25819.png,6,39,5,19,50
25820.png,5,16,2,8,15
25820.png,2,25,2,9,15
25821.png,7,20,1,20,28
25821.png,6,39,2,18,28
25822.png,3,46,12,17,24
25822.png,1,64,11,8,24
25822.png,7,72,12,11,24
25823.png,5,63,23,11,24
25823.png,3,72,21,12,24
25823.png,2,78,18,13,24
25824.png,2,18,6,8,19
25824.png,5,26,6,8,19
25825.png,4,42,16,19,43
25825.png,9,63,14,15,43
25825.png,5,77,9,23,43
25826.png,1,26,4,9,29
25826.png,1,35,4,9,29
25826.png,5,44,5,12,29
25827.png,4,158,35,6,29
25827.png,4,175,37,5,29
25827.png,3,181,37,15,29
25828.png,1,13,1,6,14
25828.png,5,20,1,6,14
25828.png,9,27,2,6,14
25829.png,1,19,7,36,90
25829.png,8,69,1,58,90
25830.png,7,25,4,6,23
25830.png,7,30,5,6,23
25831.png,3,21,2,14,24
25831.png,10,31,2,14,24
25831.png,8,41,2,14,24
25832.png,2,36,8,14,30
25832.png,4,52,7,14,30
25833.png,9,52,20,20,41
25833.png,1,78,17,19,41
25834.png,1,41,12,7,25
25834.png,6,51,10,7,25
25835.png,1,102,26,15,39
25835.png,5,112,25,21,39
25835.png,8,127,21,25,39
25836.png,7,37,9,13,34
25836.png,2,49,9,14,34
25837.png,5,23,5,12,22
25837.png,4,35,5,8,22
25837.png,7,42,7,9,22
25838.png,2,42,4,14,45
25838.png,3,56,9,10,45
25839.png,6,28,4,11,21
25840.png,4,107,24,55,71
25841.png,1,55,10,21,60
25841.png,8,76,11,25,60
25841.png,6,102,12,27,60
25841.png,9,129,9,31,60
25842.png,1,82,26,14,37
25842.png,1,94,31,17,37
25842.png,6,108,29,19,37
25843.png,5,34,2,22,44
25844.png,3,27,4,10,26
25844.png,7,38,4,10,26
25845.png,9,20,1,10,26
25845.png,1,31,1,8,26
25846.png,9,14,1,10,18
25846.png,5,26,1,9,18
25847.png,1,25,4,11,27
25847.png,8,37,4,13,27
25848.png,1,49,13,17,45
25848.png,4,65,14,29,45
25849.png,7,41,8,35,50
25849.png,2,71,5,28,50
25850.png,5,31,2,25,42
25850.png,4,55,3,25,42
25851.png,3,34,10,13,24
25851.png,10,48,8,16,24
25852.png,6,113,19,47,85
25853.png,6,35,7,13,30
25854.png,4,70,26,24,40
25854.png,9,97,27,17,40
25855.png,1,26,4,7,21
25855.png,10,34,5,10,21
25856.png,1,62,19,16,54
25856.png,1,80,18,19,54
25856.png,3,103,19,35,54
25857.png,1,46,7,13,45
25857.png,6,59,9,25,45
25858.png,1,74,18,15,32
25858.png,10,90,25,22,32
25858.png,10,108,22,23,32
25859.png,2,38,9,18,32
25859.png,4,56,8,15,32
25860.png,1,31,9,13,27
25860.png,5,63,7,16,27
25861.png,4,24,2,10,17
25861.png,1,35,3,7,17
25862.png,6,52,14,23,38
25862.png,10,77,17,21,38
25863.png,1,92,16,17,33
25863.png,10,108,14,26,33
25863.png,9,140,13,20,33
25864.png,1,26,6,6,20
25864.png,1,33,6,5,20
25865.png,4,13,2,6,16
25865.png,1,20,1,5,16
25866.png,1,69,16,24,63
25866.png,5,92,17,25,63
25867.png,2,22,1,10,20
25868.png,8,33,1,19,32
25868.png,1,53,1,17,32
25869.png,8,67,22,29,63
25869.png,5,96,21,31,63
25870.png,4,26,1,18,33
25870.png,10,45,2,16,33
25871.png,4,42,9,15,38
25871.png,10,57,7,16,38
25872.png,5,49,6,42,59
25873.png,1,12,1,4,11
25873.png,2,17,1,6,11
25873.png,3,22,1,5,11
25873.png,9,28,1,6,11
25874.png,3,67,17,30,55
25874.png,7,93,15,24,55
25875.png,6,26,7,12,18
25876.png,1,27,2,15,35
25876.png,3,41,3,17,35
25876.png,4,56,3,20,35
25877.png,1,53,15,10,29
25877.png,2,62,17,20,29
25878.png,3,17,3,9,17
25878.png,3,27,4,8,17
25879.png,3,11,1,7,16
25879.png,6,18,1,8,16
25880.png,6,39,8,21,37
25880.png,2,59,9,26,37
25881.png,4,28,5,14,23
25881.png,6,45,6,17,23
25882.png,1,16,1,6,16
25882.png,9,22,1,9,16
25883.png,6,27,4,16,38
25883.png,5,43,4,21,38
25884.png,2,45,1,38,55
25884.png,1,81,3,20,55
25884.png,7,102,5,36,55
25885.png,1,80,18,22,72
25885.png,2,102,21,28,72
25886.png,1,183,74,15,37
25886.png,10,194,72,13,37
25886.png,5,205,70,17,37
25887.png,5,76,13,55,87
25887.png,10,145,14,55,87
25888.png,2,22,4,13,18
25888.png,4,33,4,11,18
25889.png,8,54,12,23,44
25889.png,10,75,11,24,44
25890.png,9,36,9,13,25
25890.png,10,50,10,14,25
25891.png,6,22,6,5,15
25891.png,3,28,5,5,15
25892.png,3,29,7,12,27
25892.png,8,43,5,16,27
25893.png,4,51,12,26,40
25893.png,8,77,12,27,40
25894.png,2,27,9,10,21
25894.png,3,37,7,10,21
25895.png,3,21,4,13,24
25895.png,6,34,5,11,24
25896.png,1,66,20,9,39
25896.png,3,74,15,15,39
25897.png,1,77,19,16,60
25897.png,2,94,17,23,60
25898.png,8,38,6,18,30
25898.png,6,55,6,21,30
25899.png,9,30,6,10,16
25899.png,1,42,11,6,16
25900.png,5,18,2,9,22
25900.png,7,26,2,8,22
25901.png,8,22,3,15,24
25901.png,3,39,4,15,24
25902.png,1,90,40,20,43
25902.png,2,110,34,25,43
25902.png,9,133,28,27,43
25903.png,1,57,9,14,45
25903.png,2,66,9,14,45
25903.png,3,78,13,14,45
25904.png,5,45,3,24,48
25904.png,9,63,11,23,48
25905.png,6,18,2,7,18
25905.png,5,24,2,7,18
25906.png,1,25,2,14,32
25906.png,7,37,3,18,32
25907.png,4,28,8,11,25
25907.png,2,38,8,10,25
25908.png,4,23,1,21,33
25908.png,2,45,2,20,33
25909.png,1,25,4,10,26
25909.png,7,39,4,15,26
25909.png,3,57,4,15,26
25910.png,2,34,23,13,21
25910.png,2,48,16,10,21
25910.png,1,55,10,8,21
25910.png,9,61,2,13,21
25911.png,1,70,17,20,61
25911.png,8,84,17,22,61
25912.png,1,32,9,8,29
25912.png,3,38,11,10,29
25912.png,2,46,9,12,29
25913.png,2,96,24,31,69
25913.png,6,123,29,31,69
25914.png,4,109,14,60,113
25915.png,7,19,11,20,27
25915.png,4,37,12,21,27
25916.png,1,56,20,7,31
25916.png,10,64,14,8,31
25916.png,1,71,6,8,31
25917.png,5,34,9,8,13
25917.png,1,42,9,8,13
25918.png,6,33,10,21,42
25918.png,1,54,5,19,42
25919.png,8,112,30,30,56
25919.png,3,142,28,18,56
25920.png,6,104,20,13,29
25920.png,10,115,22,10,29
25920.png,10,122,20,15,29
25921.png,3,78,25,20,51
25921.png,2,94,19,23,51
25922.png,3,28,4,11,32
25922.png,2,38,4,12,32
25923.png,5,70,15,18,31
25923.png,7,88,18,16,31
25924.png,7,24,4,9,25
25925.png,1,16,3,6,13
25925.png,7,23,3,7,13
25925.png,4,31,4,7,13
25926.png,5,81,17,43,65
25927.png,1,16,1,8,16
25927.png,3,24,1,10,16
25928.png,1,57,22,11,34
25928.png,5,71,24,12,34
25928.png,8,90,23,12,34
25929.png,2,15,5,11,21
25929.png,10,33,6,12,21
25929.png,10,66,5,12,21
25930.png,2,23,6,6,17
25930.png,7,37,6,7,17
25931.png,2,29,3,11,25
25932.png,5,19,1,14,26
25932.png,2,32,2,12,26
25933.png,1,35,8,14,32
25933.png,1,51,6,11,32
25933.png,2,63,7,20,32
25934.png,8,50,11,29,47
25935.png,2,29,6,9,19
25935.png,10,40,8,9,19
25936.png,4,73,26,37,62
25936.png,10,119,23,27,62
25937.png,1,53,29,15,17
25937.png,10,54,9,12,17
25937.png,7,54,48,13,17
25938.png,1,35,5,9,34
25938.png,9,46,8,19,34
25939.png,5,71,14,33,69
25939.png,7,107,18,35,69
25940.png,8,36,6,14,36
25941.png,6,25,6,8,17
25941.png,2,33,6,8,17
25942.png,1,52,8,12,50
25942.png,1,65,8,14,50
25942.png,6,81,10,25,50
25943.png,1,39,11,15,25
25943.png,3,50,9,15,25
25943.png,6,64,10,15,25
25944.png,1,22,1,5,23
25944.png,7,30,1,12,23
25945.png,2,38,7,15,25
25945.png,5,54,7,13,25
25945.png,10,69,7,9,25
25946.png,4,22,3,13,18
25947.png,1,19,1,9,17
25947.png,8,29,1,8,17
25947.png,5,39,1,8,17
25947.png,5,49,1,10,17
25948.png,1,31,5,5,26
25948.png,3,39,6,9,26
25948.png,1,51,4,6,26
25949.png,1,129,23,9,29
25949.png,2,136,23,12,29
25949.png,10,147,23,15,29
25950.png,2,205,45,17,37
25950.png,2,226,50,13,37
25950.png,10,237,54,15,37
25951.png,2,30,8,9,17
25951.png,10,40,8,8,17
25951.png,10,49,8,8,17
25952.png,5,140,12,9,44
25952.png,3,150,14,12,44
25952.png,6,164,12,14,44
25953.png,1,122,16,52,129
25953.png,6,175,29,66,129
25954.png,9,22,4,15,28
25954.png,7,37,5,15,28
25955.png,1,18,3,10,23
25956.png,1,64,21,10,26
25956.png,10,73,20,13,26
25956.png,3,85,22,12,26
25957.png,6,42,10,11,20
25957.png,8,52,13,13,20
25958.png,2,45,1,32,64
25958.png,7,77,7,27,64
25959.png,2,48,23,35,41
25959.png,6,76,11,25,41
25959.png,10,97,9,27,41
25960.png,2,20,7,7,15
25960.png,10,27,7,8,15
25960.png,2,35,6,6,15
25960.png,2,41,6,8,15
25961.png,5,29,5,16,27
25961.png,6,46,5,16,27
25962.png,8,64,19,37,66
25962.png,5,95,12,40,66
25963.png,1,32,11,6,20
25963.png,7,39,10,8,20
25964.png,9,96,27,38,56
25964.png,10,132,28,37,56
25965.png,8,19,5,8,16
25966.png,6,68,10,20,72
25966.png,2,87,5,29,72
25967.png,5,27,4,15,25
25968.png,1,42,10,8,29
25968.png,3,49,10,8,29
25968.png,3,56,11,12,29
25969.png,6,27,5,18,23
25970.png,3,38,11,12,26
25970.png,4,51,10,15,26
25971.png,1,20,7,7,14
25971.png,1,27,8,5,14
25971.png,8,32,8,7,14
25972.png,4,23,1,12,25
25972.png,2,33,3,11,25
25973.png,3,73,10,36,77
25973.png,2,108,8,38,77
25974.png,3,22,3,15,24
25974.png,8,38,5,13,24
25975.png,1,39,9,11,29
25975.png,4,51,6,18,29
25976.png,3,30,3,14,31
25976.png,3,43,4,14,31
25977.png,4,15,1,11,18
25978.png,4,74,31,16,40
25978.png,1,90,29,14,40
25979.png,1,24,7,8,15
25980.png,2,55,17,14,33
25980.png,4,69,20,12,33
25981.png,6,78,14,25,49
25981.png,9,104,21,25,49
25982.png,2,32,6,10,27
25982.png,6,40,5,15,27
25982.png,1,53,5,12,27
25983.png,1,22,2,9,28
25983.png,5,30,2,9,28
25983.png,2,38,2,10,28
25984.png,3,24,8,9,21
25984.png,1,36,8,8,21
25985.png,1,86,26,25,55
25986.png,4,17,1,6,13
25986.png,2,25,2,5,13
25987.png,3,83,21,23,51
25987.png,10,105,16,17,51
25988.png,2,33,6,22,34
25988.png,8,54,4,17,34
25989.png,3,23,4,8,18
25989.png,9,31,5,9,18
25989.png,3,40,6,9,18
25990.png,1,54,26,15,30
25990.png,9,67,24,16,30
25991.png,3,13,1,10,18
25991.png,10,21,1,10,18
25992.png,2,57,12,14,35
25992.png,8,77,11,16,35
25993.png,3,84,22,29,52
25994.png,2,18,3,9,20
25994.png,5,28,2,9,20
25995.png,7,31,8,12,26
25995.png,9,42,9,14,26
25996.png,2,18,3,7,16
25996.png,9,25,4,7,16
25997.png,4,64,17,11,22
25997.png,9,72,17,11,22
25997.png,5,81,15,12,22
25998.png,1,38,17,6,19
25998.png,10,43,17,11,19
25998.png,3,51,16,11,19
25999.png,1,113,17,15,27
25999.png,6,124,15,12,27
25999.png,10,132,16,15,27
26000.png,1,65,16,28,59
26000.png,5,89,11,38,59
26001.png,7,21,1,9,25
26001.png,10,28,1,12,25
26002.png,8,24,4,11,24
26002.png,5,36,6,11,24
26003.png,1,21,2,7,27
26003.png,4,29,2,10,27
26004.png,1,36,5,13,41
26004.png,10,48,2,21,41
26005.png,1,34,3,16,39
26005.png,4,52,5,24,39
26006.png,6,19,1,16,24
26006.png,4,34,1,15,24
26007.png,3,33,8,12,34
26007.png,8,44,5,11,34
26008.png,1,45,10,38,54
26008.png,3,75,13,44,54
26009.png,5,240,60,17,37
26009.png,7,257,48,20,37
26010.png,1,33,5,8,26
26010.png,6,41,7,10,26
26011.png,5,44,1,20,48
26011.png,7,69,5,18,48
26011.png,3,91,2,18,48
26012.png,3,44,4,22,38
26012.png,7,71,4,23,38
26013.png,5,26,5,10,20
26013.png,10,38,6,11,20
26014.png,4,42,11,28,38
26014.png,3,72,8,24,38
26015.png,3,114,104,33,40
26015.png,10,138,93,27,40
26016.png,6,39,6,19,41
26017.png,1,23,5,13,26
26017.png,10,32,5,12,26
26017.png,8,39,6,13,26
26018.png,1,240,28,12,28
26018.png,4,250,30,13,28
26018.png,8,259,26,16,28
26019.png,2,39,9,13,29
26019.png,4,53,7,9,29
26019.png,1,64,10,12,29
26020.png,1,32,9,4,23
26020.png,2,38,9,7,23
26020.png,8,41,9,11,23
26021.png,3,23,2,15,27
26022.png,7,29,4,16,29
26022.png,7,44,6,18,29
26023.png,1,23,3,4,22
26023.png,10,28,3,7,22
26023.png,1,36,4,4,22
26024.png,3,179,38,26,40
26024.png,10,205,40,23,40
26025.png,8,88,23,11,21
26025.png,8,98,23,11,21
26025.png,6,107,22,11,21
26026.png,5,28,7,15,24
26027.png,4,54,14,18,40
26027.png,1,71,15,15,40
26028.png,1,48,11,15,36
26028.png,3,60,12,17,36
26028.png,1,72,12,13,36
26029.png,6,51,18,19,31
26029.png,8,73,17,19,31
26030.png,4,23,4,13,21
26030.png,5,35,2,15,21
26031.png,3,17,3,7,14
26031.png,4,25,3,7,14
26031.png,7,31,2,7,14
26032.png,6,19,1,12,23
26032.png,1,31,2,8,23
26033.png,7,52,10,23,36
26033.png,10,74,12,26,36
26034.png,5,24,7,11,23
26034.png,2,34,5,13,23
26035.png,7,70,28,21,39
26035.png,8,91,27,23,39
26036.png,8,36,5,20,31
26037.png,3,3,19,22,54
26037.png,8,34,24,23,54
26038.png,1,20,6,7,19
26038.png,10,28,5,10,19
26039.png,1,31,2,15,36
26039.png,8,45,3,17,36
26040.png,8,17,11,24,37
26040.png,1,45,19,13,37
26041.png,1,14,1,7,19
26041.png,2,20,1,10,19
26041.png,8,28,1,10,19
26042.png,8,38,8,25,39
26043.png,3,74,18,35,51
26043.png,5,110,21,31,51
26044.png,1,36,10,8,24
26044.png,8,43,10,11,24
26044.png,4,55,13,11,24
26045.png,5,20,1,17,28
26046.png,7,30,5,9,27
26046.png,2,41,7,11,27
26047.png,8,29,6,13,25
26047.png,1,42,7,10,25
26048.png,1,10,1,4,11
26048.png,7,15,1,4,11
26048.png,4,18,1,7,11
26049.png,1,34,8,10,32
26049.png,7,44,9,15,32
26049.png,1,60,9,9,32
26050.png,2,61,11,49,64
26050.png,1,94,8,45,64
26051.png,3,36,7,11,29
26051.png,1,48,5,8,29
26052.png,7,25,6,23,29
26052.png,10,46,6,20,29
26052.png,10,63,7,26,29
26053.png,1,54,13,11,42
26053.png,10,64,14,14,42
26054.png,1,52,17,9,28
26054.png,2,65,14,14,28
26055.png,2,19,2,7,21
26055.png,6,27,3,7,21
26055.png,3,35,2,6,21
26056.png,5,15,1,6,16
26056.png,9,21,2,9,16
26057.png,3,72,21,35,57
26057.png,2,111,19,34,57
26058.png,3,50,31,17,28
26058.png,1,61,21,17,28
26059.png,3,51,10,14,31
26059.png,3,64,13,12,31
26060.png,6,130,14,82,160
26061.png,8,52,8,35,52
26062.png,1,46,8,17,55
26062.png,2,64,5,29,55
26063.png,3,60,15,15,47
26063.png,10,70,14,17,47
26063.png,5,81,14,15,47
26064.png,4,51,1,52,78
26064.png,3,102,9,43,78
26065.png,2,55,17,17,44
26065.png,3,72,7,15,44
26066.png,5,27,4,11,23
26067.png,2,152,31,87,155
26067.png,7,241,24,72,155
26068.png,3,66,9,32,67
26069.png,1,39,3,13,47
26069.png,1,57,1,13,47
26070.png,1,124,25,30,61
26070.png,9,150,23,46,61
26071.png,2,19,4,10,16
26071.png,5,30,4,12,16
26072.png,2,17,1,6,13
26072.png,3,26,3,7,13
26072.png,3,34,2,7,13
26072.png,8,43,2,7,13
26073.png,5,47,8,23,52
26074.png,1,47,10,14,40
26074.png,5,61,12,26,40
26075.png,2,40,14,15,30
26075.png,3,58,8,18,30
26075.png,3,76,8,17,30
26076.png,4,16,2,5,14
26076.png,4,20,3,6,14
26077.png,2,72,15,18,63
26077.png,5,90,12,17,63
26078.png,3,44,5,27,47
26079.png,6,19,1,7,19
26079.png,4,28,2,8,19
26080.png,7,61,15,17,39
26080.png,9,78,17,18,39
26080.png,1,98,14,8,39
26080.png,2,110,18,17,39
26081.png,1,26,5,7,22
26081.png,10,32,5,10,22
26081.png,2,40,3,10,22
26082.png,1,25,7,8,19
26083.png,2,29,8,15,21
26084.png,1,22,4,6,20
